Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Loan_Purpose,Origination_Date,Credit_Score,Interest_Rate,Loan_Term_Months,Monthly_Installment,Number_of_Active_Loans,Total_Debt,Debt_to_Income,Loan_to_Income,Previous_Defaults,Days_Past_Due,Payment_History_Ratio,Credit_Utilization,Collateral_Type,Default_Flag,Loan_Status
LOAN_00144,CUST_05643,Mortgage,184076.91,Home Construction,2013-12-29,591,8.77,360,1450.76,2,408879.6,1.219,6.4447,2,25,0.7368,0.0318,Commercial Property,1,Default
LOAN_00145,CUST_06739,Personal,18555.21,Relocation,2020-02-11,584,7.62,48,449.68,3,30882.19,0.349,0.4,0,5,0.9726,0.5677,Jewelry,0,Grace Period
LOAN_00146,CUST_02937,Auto,28816.76,Car Refinance,2025-03-10,577,8.23,60,587.48,1,43468.77,0.1518,0.6207,2,31,0.7269,0.6492,New Vehicle,0,Late (31-90 days)
LOAN_00147,CUST_04695,Mortgage,93048.03,Home Construction,2024-11-05,607,7.89,360,675.63,3,126370.57,1.209,4.6251,0,7,0.9662,0.0412,Land,0,Grace Period
LOAN_00148,CUST_06815,Auto,8346.03,Commercial Vehicle,2024-05-06,513,10.64,36,271.82,2,11578.69,0.4725,0.6045,2,27,0.6915,0.3726,Motorcycle,0,Late (16-30 days)
LOAN_00149,CUST_08115,Personal,7508.82,Vacation,2024-02-12,572,9.05,36,238.95,1,14893.79,0.0802,0.2099,0,4,1.0,0.0943,Fixed Deposit,0,Grace Period
LOAN_00150,CUST_02003,Personal,6403.25,Medical Expenses,2024-04-06,550,9.03,12,560.06,5,9290.08,1.5,0.4481,0,6,0.9844,0.2351,Savings Account,1,Default
LOAN_00151,CUST_08568,Personal,23895.31,Home Improvement,2016-05-17,560,9.79,36,768.68,2,37340.72,0.9342,1.21,0,13,0.9915,0.4567,None,0,Grace Period
LOAN_00152,CUST_01914,Auto,29514.79,Used Car Purchase,2020-05-13,545,9.91,36,951.11,1,62074.84,0.4681,1.2105,0,3,1.0,0.8149,Used Vehicle,0,Grace Period
LOAN_00153,CUST_07413,Personal,19274.35,Emergency Fund,2013-09-26,687,5.51,24,850.0,2,19502.42,0.2589,0.2447,0,0,0.9569,0.3417,Jewelry,0,Current
LOAN_00154,CUST_01317,Personal,4878.31,Other Personal,2025-04-28,482,10.74,48,125.47,1,6606.94,0.4466,1.4471,1,17,0.8606,0.6394,Savings Account,0,Late (16-30 days)
LOAN_00155,CUST_00435,Personal,12703.85,Home Improvement,2023-04-08,575,9.11,24,581.01,2,18306.63,1.2131,1.1051,2,65,0.655,0.293,None,0,Late (31-90 days)
LOAN_00156,CUST_09031,Personal,20668.48,Wedding,2022-03-14,569,8.89,48,513.26,1,38161.7,0.1879,0.6304,0,3,0.9609,0.1009,Fixed Deposit,0,Grace Period
LOAN_00157,CUST_00838,Consumer,17057.4,Furniture,2012-10-10,640,6.1,6,2893.69,1,24325.85,1.4013,0.6884,0,1,1.0,0.5684,Electronics,0,Grace Period
LOAN_00158,CUST_02473,Personal,21884.78,Emergency Fund,2024-05-12,620,8.19,48,536.23,2,46216.73,0.721,1.226,0,4,1.0,0.0607,Fixed Deposit,1,Default
LOAN_00159,CUST_06756,Personal,7337.18,Wedding,2025-05-24,524,8.86,36,232.84,5,10449.36,1.4902,0.7826,2,60,0.5979,0.3358,Fixed Deposit,1,Late (31-90 days)
LOAN_00160,CUST_06399,Personal,2387.29,Medical Expenses,2022-03-03,526,9.38,12,209.19,2,2489.36,0.5928,0.2819,0,6,0.9496,0.6581,Savings Account,0,Grace Period
LOAN_00161,CUST_07935,Consumer,26433.51,Furniture,2015-09-18,576,8.38,6,4513.89,5,45920.94,1.5,0.4942,0,0,0.9996,0.0814,Furniture,1,Default
LOAN_00162,CUST_03257,Personal,500.0,Medical Expenses,2025-05-08,548,8.37,12,43.58,2,1227.02,0.6846,0.3273,1,19,0.8088,0.3846,None,0,Late (16-30 days)
LOAN_00163,CUST_06309,Mortgage,40076.11,Home Construction,2025-05-28,496,9.35,360,332.6,2,77301.85,0.7022,3.5256,0,7,0.9927,0.8962,Land,1,Default
LOAN_00164,CUST_00160,Auto,20649.59,Commercial Vehicle,2024-04-01,590,7.99,36,646.99,1,34893.07,0.5342,1.4209,0,2,0.9509,0.3694,Motorcycle,0,Grace Period
LOAN_00165,CUST_02566,Auto,19852.41,Commercial Vehicle,2025-02-03,563,8.88,48,492.9,2,36539.31,0.6806,1.1421,0,10,1.0,0.1712,Motorcycle,1,Default
LOAN_00166,CUST_04482,Personal,65390.46,Legal Fees,2024-12-09,642,7.12,12,5661.64,1,151381.9,1.2805,1.2324,1,31,0.8001,0.2161,Savings Account,1,Late (31-90 days)
LOAN_00167,CUST_05446,Mortgage,176378.85,Second Home,2025-04-11,616,7.44,240,1414.43,3,186336.97,0.8333,2.8866,0,8,0.9731,0.368,Residential Property,0,Grace Period
LOAN_00168,CUST_02970,Personal,17009.91,Vacation,2021-11-17,533,8.87,36,539.88,3,31940.86,0.549,0.4805,0,17,0.9751,0.4327,Fixed Deposit,0,Late (16-30 days)
LOAN_00169,CUST_05831,Personal,3226.13,Vacation,2021-08-01,538,9.37,48,80.85,2,6706.83,0.2337,0.3886,0,3,0.9601,0.6655,Jewelry,0,Grace Period
LOAN_00170,CUST_06393,Mortgage,52641.66,Second Home,2023-09-06,565,8.0,120,638.69,1,55255.38,0.606,4.1619,1,24,0.8377,0.4693,Residential Property,0,Late (16-30 days)
LOAN_00171,CUST_08501,Personal,1140.7,Wedding,2025-05-02,578,9.05,24,52.14,2,1165.56,0.2386,0.2175,2,25,0.6849,0.266,Fixed Deposit,0,Late (16-30 days)
LOAN_00172,CUST_01795,Personal,4707.27,Vacation,2024-04-02,602,8.65,36,148.92,2,11552.74,0.1733,0.2283,0,3,0.9831,0.2323,Savings Account,1,Default
LOAN_00173,CUST_07560,Mortgage,23723.42,Second Home,2024-10-17,503,9.89,300,213.74,1,38804.81,0.4946,4.5749,1,31,0.8056,0.7747,Land,0,Late (31-90 days)
LOAN_00174,CUST_04364,Auto,27408.1,Car Refinance,2022-09-21,567,9.31,60,573.08,2,47027.44,0.5801,1.156,0,7,1.0,0.1847,New Vehicle,0,Grace Period
LOAN_00175,CUST_08241,Personal,1277.01,Wedding,2020-07-14,496,9.35,24,58.55,1,3050.05,0.1268,0.2305,2,32,0.7564,0.5759,None,1,Late (31-90 days)
LOAN_00176,CUST_09775,Personal,6577.28,Medical Expenses,2025-03-02,532,9.97,60,139.65,1,8079.31,0.298,1.1698,0,18,0.9934,0.4857,None,0,Late (16-30 days)
LOAN_00177,CUST_01753,Mortgage,110234.61,Primary Residence,2024-08-11,617,8.1,120,1343.28,1,263913.96,0.5554,3.7983,1,26,0.8624,0.35,Commercial Property,0,Late (16-30 days)
LOAN_00178,CUST_04684,Consumer,30220.63,Furniture,2018-06-22,567,8.37,12,2634.02,3,74234.46,1.5,0.6837,0,20,0.9006,0.3898,Electronics,0,Late (16-30 days)
LOAN_00179,CUST_02714,Personal,4150.66,Emergency Fund,2023-07-13,547,8.64,36,131.3,1,8813.17,0.378,0.9957,1,26,0.8428,0.7582,Savings Account,0,Late (16-30 days)
LOAN_00180,CUST_05559,Auto,2307.7,Car Repair,2025-05-24,483,10.61,24,107.14,1,4441.02,0.7136,1.2808,1,30,0.8022,0.5501,Motorcycle,0,Late (16-30 days)
LOAN_00181,CUST_09342,Consumer,46883.16,Travel Package,2007-02-17,627,8.07,6,7998.81,1,85343.6,1.5,0.7865,0,1,0.9737,0.253,None,0,Grace Period
LOAN_00182,CUST_08644,Consumer,11158.26,Travel Package,2021-03-23,606,8.05,6,1903.62,1,22811.28,1.312,0.6409,0,0,0.952,0.7521,None,0,Current
LOAN_00183,CUST_08722,Auto,69661.62,Motorcycle,2024-04-10,661,6.19,72,1160.75,1,121662.94,0.1906,0.9531,0,3,1.0,0.1667,New Vehicle,0,Grace Period
LOAN_00184,CUST_02892,Auto,19449.18,Car Refinance,2022-06-20,529,9.89,48,492.25,4,45202.0,1.5,1.6551,0,11,0.965,0.6383,Used Vehicle,0,Grace Period
LOAN_00185,CUST_07555,Personal,10768.86,Other Personal,2021-09-30,598,7.15,12,932.54,1,22384.67,0.4723,0.4545,0,5,1.0,0.0593,None,0,Grace Period
LOAN_00186,CUST_04669,Auto,2299.5,Used Car Purchase,2025-05-03,528,10.07,36,74.27,5,5717.7,1.5,1.5936,0,7,0.964,0.5069,New Vehicle,1,Default
LOAN_00187,CUST_04659,Consumer,7007.08,Appliances,2023-03-11,590,8.88,12,612.39,1,7719.86,0.5276,0.5031,0,3,0.9434,0.3006,None,0,Grace Period
LOAN_00188,CUST_00395,Auto,8982.09,Motorcycle,2021-08-06,643,7.3,48,216.34,2,16641.27,0.3416,0.591,0,2,0.9765,0.4312,Used Vehicle,0,Grace Period
LOAN_00189,CUST_02902,Personal,2436.89,Education Fees,2024-07-23,484,9.62,12,213.81,4,5165.8,1.5,1.4069,0,0,1.0,0.7623,None,0,Current
LOAN_00190,CUST_04229,Auto,12409.08,Motorcycle,2023-05-07,603,8.29,72,219.33,1,18489.96,0.1216,0.5734,0,2,0.9667,0.3984,Motorcycle,0,Grace Period
LOAN_00191,CUST_04813,Consumer,4792.87,Travel Package,2024-11-05,518,8.87,6,819.6,2,8076.59,1.5,0.4912,0,2,0.9507,0.8693,None,1,Default
LOAN_00192,CUST_00401,Personal,17346.29,Home Improvement,2016-10-08,616,8.05,60,352.14,2,32980.41,0.2816,0.578,0,5,1.0,0.1975,Jewelry,0,Grace Period
LOAN_00193,CUST_09357,Consumer,12139.68,Appliances,2024-02-16,596,8.31,6,2072.6,1,14351.51,1.1827,0.5773,1,27,0.7966,0.4229,Furniture,0,Late (16-30 days)
LOAN_00194,CUST_01459,Personal,10705.11,Other Personal,2020-07-21,641,6.78,24,478.23,2,19385.81,0.2857,0.2665,0,3,0.9836,0.675,None,0,Grace Period
LOAN_00195,CUST_01843,Auto,2159.07,Car Refinance,2022-12-30,487,10.29,24,99.92,1,2571.0,0.5851,1.0535,1,40,0.8015,0.656,New Vehicle,1,Late (31-90 days)
LOAN_00196,CUST_06728,Personal,1051.0,Medical Expenses,2025-03-30,511,9.03,24,48.03,3,1099.85,0.8026,0.4879,0,0,1.0,0.6557,Savings Account,1,Default
LOAN_00197,CUST_05277,Auto,10904.11,Car Refinance,2020-04-04,594,8.56,48,269.08,1,25231.99,0.2006,0.6774,0,8,0.9747,0.1195,Used Vehicle,0,Grace Period
LOAN_00198,CUST_04811,Consumer,500.0,Furniture,2025-04-08,540,9.91,24,23.05,1,863.65,0.2766,0.5,0,8,1.0,0.6316,Electronics,0,Grace Period
LOAN_00199,CUST_05527,Personal,8672.66,Home Improvement,2025-02-23,635,7.39,60,173.33,5,13053.43,0.5435,0.4532,0,0,0.9527,0.2368,Savings Account,0,Current
LOAN_00200,CUST_09641,Auto,15010.51,New Car Purchase,2023-10-03,558,8.74,24,683.96,1,15546.47,0.9427,1.7241,0,8,1.0,0.2046,New Vehicle,0,Grace Period
LOAN_00201,CUST_02778,Mortgage,276408.14,Primary Residence,2024-05-19,617,6.76,240,2103.35,3,659228.21,1.4412,5.261,0,0,1.0,0.5261,Residential Property,1,Default
LOAN_00202,CUST_06971,Consumer,5491.18,Retail Financing,2023-08-23,498,10.1,24,253.64,3,6319.9,0.6184,0.3719,2,38,0.7179,0.3428,Furniture,0,Late (31-90 days)
LOAN_00203,CUST_09106,Personal,47759.1,Other Personal,2023-03-12,631,6.51,60,934.69,4,84975.31,1.0377,1.1046,0,2,1.0,0.2489,None,0,Grace Period
LOAN_00204,CUST_02063,Auto,45651.11,Used Car Purchase,2024-11-27,579,8.82,60,943.66,2,56295.2,0.8274,1.6677,0,2,0.9831,0.3679,Used Vehicle,0,Grace Period
LOAN_00205,CUST_09477,Consumer,11075.32,Subscription,2025-02-20,530,9.74,36,356.02,2,18972.12,0.6102,0.791,0,34,0.9259,0.8054,Furniture,1,Late (31-90 days)
LOAN_00206,CUST_02601,Mortgage,15854.8,Second Home,2022-12-23,564,9.32,180,163.84,1,23464.13,0.4492,3.6228,2,34,0.7155,0.5088,Land,0,Late (31-90 days)
LOAN_00207,CUST_06850,Mortgage,264426.18,Home Construction,2024-08-08,609,7.94,120,3199.84,2,619875.2,1.5,7.579,0,4,0.9536,0.0287,Commercial Property,0,Grace Period
LOAN_00208,CUST_09773,Auto,20050.19,Commercial Vehicle,2021-07-06,633,6.53,48,475.77,1,35497.48,0.3731,1.3102,0,1,0.9639,0.1429,Motorcycle,0,Grace Period
LOAN_00209,CUST_07675,Personal,3557.1,Emergency Fund,2023-10-09,586,8.84,48,88.25,1,8763.76,0.213,0.7155,0,0,0.9878,0.0886,Savings Account,0,Current
LOAN_00210,CUST_03305,Mortgage,161812.32,Investment Property,2025-05-28,626,6.8,240,1235.18,2,268642.1,1.2056,6.5805,0,0,0.9837,0.0591,Commercial Property,0,Current
LOAN_00211,CUST_05126,Personal,30403.26,Medical Expenses,2025-05-31,549,8.5,24,1382.0,1,70455.95,0.6688,1.2261,0,0,0.9643,0.4677,None,0,Current
LOAN_00212,CUST_06755,Consumer,19055.51,Travel Package,2011-11-26,602,8.38,24,865.14,2,27690.91,0.6632,0.6087,0,1,0.9495,0.4176,Furniture,1,Default
LOAN_00213,CUST_08875,Auto,48245.38,Car Repair,2024-10-09,603,6.98,48,1154.85,5,49041.92,1.5,1.8263,0,6,0.9636,0.6509,Used Vehicle,0,Grace Period
LOAN_00214,CUST_06109,Mortgage,149682.83,Primary Residence,2022-08-12,586,9.17,300,1273.6,1,172886.8,0.4208,4.1208,0,15,0.9528,0.1407,Land,0,Grace Period
LOAN_00215,CUST_02344,Mortgage,13103.03,Primary Residence,2025-01-31,533,10.16,180,142.09,2,14598.71,0.7566,2.9072,0,4,0.9577,0.6918,Land,1,Default
LOAN_00216,CUST_02981,Personal,11487.17,Relocation,2016-05-18,578,8.36,12,1001.16,2,23624.46,1.5,1.2717,0,1,0.9727,0.4924,Fixed Deposit,0,Grace Period
LOAN_00217,CUST_02512,Consumer,4547.08,Retail Financing,2023-06-11,520,9.35,12,398.39,1,5193.86,0.7776,0.7396,1,37,0.8248,0.5415,None,0,Late (31-90 days)
LOAN_00218,CUST_03670,Auto,27128.15,Car Repair,2024-03-02,533,9.87,60,574.66,3,36637.12,0.6358,0.8337,1,23,0.8864,0.5689,New Vehicle,0,Late (16-30 days)
LOAN_00219,CUST_06942,Auto,21924.54,New Car Purchase,2023-08-31,586,8.84,48,543.93,3,49843.2,0.9123,1.0214,0,4,0.9674,0.2113,Used Vehicle,0,Grace Period
LOAN_00220,CUST_02341,Auto,6035.09,Used Car Purchase,2023-03-07,536,10.19,24,279.02,2,9161.16,1.5,1.3908,0,4,0.9827,0.6508,Used Vehicle,0,Grace Period
LOAN_00221,CUST_04776,Mortgage,342774.0,Second Home,2024-12-27,647,5.82,360,2015.6,1,501996.13,0.5045,7.1489,1,21,0.8112,0.1642,Residential Property,0,Late (16-30 days)
LOAN_00222,CUST_00007,Mortgage,112553.39,Land Purchase,2022-05-29,614,8.2,240,955.5,2,175860.96,1.4738,7.2338,0,1,0.9652,0.2937,Land,1,Default
LOAN_00223,CUST_07554,Auto,181105.65,Motorcycle,2022-01-13,709,5.16,72,2930.15,2,228081.98,0.5617,1.4465,1,0,0.8787,0.4892,Used Vehicle,0,Current
LOAN_00224,CUST_02189,Consumer,9222.07,Electronics Purchase,2024-06-18,587,7.37,36,286.31,1,18417.26,0.2027,0.544,0,8,0.9625,0.3918,Furniture,0,Grace Period
LOAN_00225,CUST_02146,Consumer,31125.93,Retail Financing,2021-09-26,620,7.26,36,964.78,1,46623.2,0.1868,0.5023,0,3,0.9696,0.185,Electronics,0,Grace Period
LOAN_00226,CUST_08012,Auto,10641.27,Commercial Vehicle,2022-07-13,503,10.33,72,198.91,2,11912.56,0.578,1.2884,0,13,0.9696,0.6427,Motorcycle,0,Grace Period
LOAN_00227,CUST_03100,Consumer,3245.72,Furniture,2024-09-13,548,8.47,18,192.65,2,5912.65,0.7761,0.5448,0,25,0.892,0.8589,Furniture,1,Default
LOAN_00228,CUST_02067,Personal,21791.28,Home Improvement,2025-03-30,597,8.15,60,443.41,2,33637.35,0.7098,1.4534,2,22,0.7064,0.5521,None,0,Late (16-30 days)
LOAN_00229,CUST_03230,Auto,12487.75,Commercial Vehicle,2025-04-17,495,10.86,36,408.01,1,29159.3,0.5179,1.3208,3,76,0.541,0.6744,Used Vehicle,1,Late (31-90 days)
LOAN_00230,CUST_00363,Personal,5663.35,Education Fees,2024-03-16,497,11.01,60,123.16,1,7966.97,0.2397,0.9185,0,1,0.9843,0.5994,Fixed Deposit,0,Grace Period
LOAN_00231,CUST_00083,Consumer,32994.96,Electronics Purchase,2019-04-07,657,7.11,12,2856.62,3,34243.77,1.5,0.6714,0,0,1.0,0.2382,None,0,Current
LOAN_00232,CUST_06561,Personal,1900.39,Emergency Fund,2024-04-20,550,8.69,36,60.16,2,4185.39,0.5148,0.6776,1,26,0.8661,0.4336,Savings Account,1,Default
LOAN_00233,CUST_04033,Auto,26342.3,Car Repair,2022-10-31,605,7.42,48,635.94,1,60326.33,0.1992,0.6875,0,0,1.0,0.0507,Motorcycle,1,Default
LOAN_00234,CUST_09854,Personal,22229.38,Legal Fees,2025-03-02,566,8.98,60,461.23,5,23965.99,0.7421,0.5961,0,4,0.9829,0.5709,Fixed Deposit,0,Grace Period
LOAN_00235,CUST_06687,Personal,24454.4,Emergency Fund,2024-09-24,530,8.77,48,605.88,1,37822.29,0.2948,0.9915,0,15,0.9313,0.375,None,0,Grace Period
LOAN_00236,CUST_09591,Personal,11695.85,Emergency Fund,2017-04-15,584,8.93,36,371.54,1,18917.99,0.2708,0.7103,1,17,0.8519,0.4481,Fixed Deposit,1,Default
LOAN_00237,CUST_03592,Personal,47723.58,Legal Fees,2023-03-26,538,8.94,60,989.27,2,70361.39,0.6645,1.3356,0,6,1.0,0.6639,Savings Account,0,Grace Period
LOAN_00238,CUST_01524,Consumer,11404.83,Furniture,2023-02-28,625,6.88,18,668.67,4,20859.33,1.5,0.5348,0,20,0.9518,0.3502,None,0,Late (16-30 days)
LOAN_00239,CUST_09989,Personal,20005.39,Wedding,2024-10-28,561,8.26,24,907.16,3,25154.7,1.5,1.1134,0,0,0.9643,0.4861,None,0,Current
LOAN_00240,CUST_07862,Personal,13424.69,Medical Expenses,2021-06-01,623,6.45,48,318.06,3,27669.51,0.6488,0.7607,0,6,1.0,0.1417,Fixed Deposit,0,Grace Period
LOAN_00241,CUST_09095,Personal,68203.78,Relocation,2015-02-22,628,7.47,60,1365.69,3,157713.51,0.9684,1.3435,0,1,0.9483,0.1755,Fixed Deposit,0,Grace Period
LOAN_00242,CUST_03710,Personal,22336.96,Vacation,2019-07-17,642,7.3,48,538.0,3,25145.74,0.751,0.8662,0,0,1.0,0.5136,Jewelry,0,Current
LOAN_00243,CUST_00837,Auto,3938.69,Motorcycle,2024-07-10,584,8.78,48,97.6,1,4067.99,0.27,0.908,0,7,0.9715,0.2933,Motorcycle,0,Grace Period
LOAN_00244,CUST_08049,Personal,25528.53,Medical Expenses,2025-01-31,587,8.72,60,526.47,1,45373.4,0.3155,1.2747,0,2,0.9457,0.1054,Jewelry,0,Grace Period
LOAN_00245,CUST_04390,Mortgage,56250.13,Primary Residence,2025-05-05,528,8.65,240,493.51,3,70542.78,1.5,7.4705,1,26,0.8426,0.7498,Commercial Property,0,Late (16-30 days)
LOAN_00246,CUST_05008,Auto,26690.33,Car Repair,2025-03-28,587,7.33,72,459.28,2,51963.55,0.2431,0.5886,0,10,1.0,0.4098,Motorcycle,0,Grace Period
LOAN_00247,CUST_09490,Personal,16718.96,Home Improvement,2023-09-20,630,6.38,60,326.19,1,33262.61,0.1382,0.5903,1,25,0.87,0.2883,Savings Account,0,Late (16-30 days)
LOAN_00248,CUST_09981,Consumer,1394.59,Electronics Purchase,2024-09-02,520,9.58,24,64.08,3,3237.92,0.6505,0.3932,0,0,0.9518,0.9084,Electronics,0,Fully Paid
LOAN_00249,CUST_04682,Consumer,8918.8,Electronics Purchase,2022-09-02,619,7.87,18,526.93,4,18800.33,0.9609,0.3388,0,1,0.9899,0.1625,None,0,Grace Period
LOAN_00250,CUST_03539,Consumer,2437.15,Furniture,2025-01-28,541,9.45,24,111.84,3,3166.22,0.5392,0.3264,0,2,0.9852,0.5702,Electronics,0,Grace Period
LOAN_00251,CUST_02762,Personal,74126.33,Relocation,2023-12-25,635,7.12,12,6418.01,1,92706.81,1.3849,1.333,0,4,1.0,0.1303,Savings Account,0,Grace Period
LOAN_00252,CUST_08096,Personal,677.64,Medical Expenses,2024-12-21,510,9.55,12,59.43,1,743.36,0.6704,0.637,0,14,0.9203,0.6998,Savings Account,1,Default
LOAN_00253,CUST_06325,Auto,14915.9,Car Refinance,2024-09-16,572,8.55,48,368.0,1,17572.66,0.161,0.5438,0,2,0.9632,0.5201,Used Vehicle,0,Grace Period
LOAN_00254,CUST_00290,Auto,53925.94,Used Car Purchase,2024-01-12,616,7.81,72,940.5,5,73059.01,1.5,1.7835,0,0,1.0,0.1666,Used Vehicle,0,Fully Paid
LOAN_00255,CUST_06692,Personal,25799.93,Legal Fees,2021-09-12,549,8.72,36,817.07,2,25893.87,0.7227,0.9508,0,9,0.9291,0.4496,Fixed Deposit,1,Default
LOAN_00256,CUST_00128,Personal,25241.26,Medical Expenses,2025-05-08,598,7.98,24,1141.36,2,44785.22,1.0166,0.9367,2,22,0.7293,0.1316,None,0,Late (16-30 days)
LOAN_00257,CUST_04181,Mortgage,49405.46,Land Purchase,2022-12-13,495,10.75,300,475.33,1,72277.47,0.7319,6.3397,1,14,0.8422,0.4368,Land,0,Grace Period
LOAN_00258,CUST_03454,Mortgage,5532.37,Primary Residence,2024-03-29,519,9.73,240,52.4,1,6433.95,0.3912,3.442,0,21,0.9403,0.3666,Commercial Property,0,Late (16-30 days)
LOAN_00259,CUST_04244,Auto,29714.74,Commercial Vehicle,2024-06-03,647,7.76,60,599.1,4,43556.0,0.7237,0.7478,0,5,0.9753,0.5558,Motorcycle,0,Grace Period
LOAN_00260,CUST_06155,Auto,68715.07,Commercial Vehicle,2022-09-04,589,9.08,48,1712.59,3,85136.33,1.176,1.3107,0,3,1.0,0.4885,Used Vehicle,0,Grace Period
LOAN_00261,CUST_09996,Personal,17123.93,Other Personal,2021-02-07,629,7.88,12,1488.63,3,24979.76,1.4925,0.4769,1,18,0.8258,0.182,None,1,Default
LOAN_00262,CUST_04168,Mortgage,16854.65,Land Purchase,2025-05-14,569,8.83,360,133.56,2,19392.28,0.5249,2.7602,0,1,1.0,0.254,Commercial Property,1,Default
LOAN_00263,CUST_05499,Personal,1717.24,Wedding,2024-11-20,521,9.76,12,150.78,1,2264.46,0.225,0.2136,0,7,0.9952,0.3992,Jewelry,0,Grace Period
LOAN_00264,CUST_01491,Personal,6341.45,Emergency Fund,2022-04-01,596,8.8,48,157.21,1,9658.71,0.0597,0.2006,0,2,1.0,0.0799,Fixed Deposit,0,Grace Period
LOAN_00265,CUST_04215,Mortgage,56469.63,Primary Residence,2022-03-13,538,9.55,120,732.25,2,133082.7,1.5,6.2911,1,10,0.8314,0.9449,Commercial Property,0,Grace Period
LOAN_00266,CUST_01186,Mortgage,32910.77,Primary Residence,2024-08-27,556,8.17,300,257.73,1,39122.72,0.5693,6.058,0,2,1.0,0.6664,Residential Property,0,Grace Period
LOAN_00267,CUST_06530,Auto,53486.07,Commercial Vehicle,2024-06-07,658,5.81,72,881.63,5,119986.86,0.9377,0.9481,0,2,0.9948,0.1516,Used Vehicle,0,Grace Period
LOAN_00268,CUST_08577,Auto,6284.42,Motorcycle,2022-05-04,570,8.04,60,127.55,4,7878.68,1.1285,1.1584,1,10,0.8904,0.3033,New Vehicle,1,Default
LOAN_00269,CUST_09295,Consumer,2007.04,Retail Financing,2025-01-10,561,8.52,36,63.38,1,2031.37,0.1869,0.4933,0,0,0.965,0.0642,Electronics,0,Fully Paid
LOAN_00270,CUST_07394,Personal,1698.41,Wedding,2022-10-11,561,8.87,24,77.49,2,3353.82,0.3167,0.2893,0,4,0.9776,0.2357,Fixed Deposit,1,Default
LOAN_00271,CUST_04507,Personal,64430.67,Other Personal,2022-07-12,678,5.84,12,5540.58,2,72464.53,1.5,1.3451,0,0,0.9701,0.0832,Fixed Deposit,0,Current
LOAN_00272,CUST_06401,Auto,102439.29,New Car Purchase,2024-07-13,675,6.65,60,2011.55,2,153601.75,0.8175,1.7346,0,0,1.0,0.3104,Motorcycle,0,Current
LOAN_00273,CUST_09129,Personal,11283.22,Vacation,2025-01-13,575,7.54,12,979.11,2,13050.67,0.6507,0.3125,0,7,0.9641,0.0827,None,0,Grace Period
LOAN_00274,CUST_06261,Consumer,4371.43,Retail Financing,2022-07-11,583,8.01,24,197.73,1,8806.44,0.298,0.5489,0,2,0.9672,0.2161,None,0,Grace Period
LOAN_00275,CUST_01758,Personal,5643.02,Vacation,2023-05-27,578,7.49,12,489.55,1,11213.7,0.45,0.4323,1,15,0.8818,0.3976,Fixed Deposit,0,Grace Period
LOAN_00276,CUST_07687,Personal,12046.53,Home Improvement,2024-09-14,616,7.35,60,240.53,1,29972.88,0.0584,0.2438,0,7,1.0,0.6036,Fixed Deposit,0,Grace Period
LOAN_00277,CUST_05446,Consumer,45199.82,Subscription,2025-02-09,690,5.51,24,1993.32,2,109688.18,0.7829,0.7397,1,19,0.8403,0.1471,None,0,Late (16-30 days)
LOAN_00278,CUST_03625,Consumer,8642.26,Retail Financing,2019-12-20,579,9.28,24,395.93,4,16274.15,1.1652,0.5299,1,22,0.8552,0.3003,Furniture,1,Default
LOAN_00279,CUST_04316,Personal,1174.58,Wedding,2024-07-31,447,11.56,60,25.87,1,2224.45,0.1055,0.399,0,5,1.0,0.8937,None,1,Default
LOAN_00280,CUST_07829,Auto,8075.77,New Car Purchase,2023-11-11,530,8.68,60,166.39,1,10943.43,0.3211,1.2988,1,21,0.833,0.443,Motorcycle,1,Default
LOAN_00281,CUST_07962,Personal,58111.78,Other Personal,2021-07-31,619,7.29,48,1399.39,2,108984.76,0.8394,1.4524,1,7,0.8553,0.0764,Jewelry,0,Grace Period
LOAN_00282,CUST_02818,Auto,19759.62,Car Refinance,2023-02-14,543,8.55,24,898.64,2,41994.31,0.7766,0.7115,0,3,0.9514,0.4158,Used Vehicle,0,Grace Period
LOAN_00283,CUST_04717,Personal,2102.7,Education Fees,2018-05-09,487,10.34,60,45.03,5,4773.54,0.5815,0.4525,2,53,0.6469,0.7408,Jewelry,1,Late (31-90 days)
LOAN_00284,CUST_07503,Auto,4627.06,Commercial Vehicle,2025-05-03,579,7.55,72,80.11,2,8565.41,0.5395,1.2983,0,3,1.0,0.0751,Used Vehicle,1,Default
LOAN_00285,CUST_08728,Consumer,7141.04,Appliances,2023-08-12,528,9.34,24,327.35,3,17798.16,1.0054,0.6092,2,27,0.7632,0.7649,None,1,Default
LOAN_00286,CUST_03417,Personal,109320.81,Legal Fees,2020-08-14,625,6.87,48,2611.23,4,127974.69,1.5,1.4957,1,16,0.828,0.1084,Fixed Deposit,1,Default
LOAN_00287,CUST_07240,Consumer,2915.13,Electronics Purchase,2021-08-10,579,8.78,36,92.4,2,7272.28,0.1405,0.1847,1,11,0.8329,0.4133,None,0,Grace Period
LOAN_00288,CUST_02196,Personal,4799.56,Education Fees,2025-05-31,569,8.26,36,150.98,1,8052.25,0.453,1.2,1,11,0.9064,0.1187,None,1,Default
LOAN_00289,CUST_03533,Auto,19652.43,Car Repair,2020-01-23,562,9.44,60,412.16,3,27993.48,0.5303,0.7024,0,0,0.9835,0.3383,New Vehicle,0,Current
